text,brand,sentiment,sentiment_simple,parent_brand
hey tweeps! {link} -- a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #sxsw,iPad or iPhone App,Positive emotion,Positive,Apple
hey tweeps! a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #sxsw {link},iPad or iPhone App,Positive emotion,Positive,Apple
here it is! join actsofsharing.com and starting tonight the person with the most friends in their city by end of #sxsw wins an ipad 2!!!,Apple,No emotion toward brand or product,Neutral,Apple
so jealous! rt @mention met the team that set up the #sxsw apple store - set up whole place from nothing in 3 days. great work!,Apple,Positive emotion,Positive,Apple
"thank zeus. he promises not to say gamification: steve krug (ipad user) explains it all for you.
{link} #sxsw #skrugsxsw",Apple,No emotion toward brand or product,Neutral,Apple
"apple fans. it looks like there will be a 3rd apple store opening up in austin for #sxsw if those are full, u can go2 1 of 4 in san antonio.",Apple,No emotion toward brand or product,Neutral,Apple
robot wars. steampunk time machines. mystery boxes of electronics. awesome austin tacos. super happy dev house + google win #sxsw.,Google,Positive emotion,Positive,Google
#sxsw news... ûï@mention social is too important for google to screw up a big launch circus {link} by @mention #in,Google,No emotion toward brand or product,Neutral,Google
see vanessa at the mophie booth 1406 for ipad/iphone backup battery. life saver! #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
hey marissa mayer. please tell us something new. not about products google launched months ago. #sxsw,Google,Negative emotion,Negative,Google
"hey marissa, bill cosby called. he wants his sweater back. #sxsw #google {link}",Google,No emotion toward brand or product,Neutral,Google
"@mention safe travels, friend. and let me know what you think of the temporary apple store at #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
"@mention san, listen in to what others are saying as it happens with #ihearnetwork for android at #sxsw. yoroshiku onegai itashimasu!",Google,No emotion toward brand or product,Neutral,Google
"jadi penasaran rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
"@mention saw a dude taking pictures with an ipad 2. not gonna lie, it was seta amazing to see a &quot;camera&quot; w/ a screen that size. #sxsw",iPad,Positive emotion,Positive,Apple
@mention saw a man drop his iphone in a gutter last year. #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"@mention saw ur article about group texting. check out smyle. both android and web #apps. features group chat, whiteboard, and more. #sxsw",Google,No emotion toward brand or product,Neutral,Google
"@mention saw you awesome educational iphone music app tunehopper.  good
luck. #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple
@mention says google likely launching new social site today called circles. will make influencers harder to distinguish. #sxswi #sxsw,Google,No emotion toward brand or product,Neutral,Google
"@mention says that foursquare is moving fullsteam ahead being a recommendation engine, to compete with google and fb. #checkins #sxsw #sxswi",Google,No emotion toward brand or product,Neutral,Google
my small screen debut. #monster #ipad #jobsearch app video for #sxsw video wall {link},Apple,No emotion toward brand or product,Neutral,Apple
anyone else having issues with gmail and using google services? #sxsw.,Google,Negative emotion,Negative,Google
anyone else having trouble synching your schedule with the android sxsw go app? #sxsw,Android App,Negative emotion,Negative,Google
anyone else headed to austin for #sxsw for the popup-store launch by apple of the #ipad2 this friday? gonna miss @mention this year.,Apple,Positive emotion,Positive,Apple
"#socialmuse only on #android available, genius lookalike, no music listening #appcircus #sxsw",Android App,Positive emotion,Positive,Google
"in response to apple's #sxsw pop-up store, i'm hearing rumors of a @mention or @mention pop-up near perimeter mall #knowyouraudience",Apple,No emotion toward brand or product,Neutral,Apple
i still use tweetie for mac &amp; i'm running leopard. i'll be a pariah at #sxsw! i wish i at least had an android! something to make me cool.,Android,Positive emotion,Positive,Google
"&quot;those who are use to strict designing rules for the iphone, you need to relax when designing for the android&quot;- @mention #uxamandroid #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
anyone else with an iphone getting the &quot;could not activate cellular data network&quot; error message? is this a warning of #sxsw things to come?,iPhone,Negative emotion,Negative,Apple
"no surprise, consumerization of it makes its way into conversation of cloud adoption - and apple's ui influence on enterprise #cloud #sxsw",Apple,Positive emotion,Positive,Apple
"no surprise, the line for the google &amp; bing q&amp;a is wrapped through the austin hilton. what would you ask, @mention #sxsw",Google,No emotion toward brand or product,Neutral,Google
"no surprise... ûï@mention google to launch major new social network called circles, possibly today {link} #sxswû",Google,No emotion toward brand or product,Neutral,Google
even the security guard at the popup apple store in austin loves the new ipad #sxsw  {link},iPad,Positive emotion,Positive,Apple
i'm obsessed with this #sxsw go iphone app. feckin genius. crazy long list of sessions less scary.,iPad or iPhone App,Positive emotion,Positive,Apple
gonna go see about rockin the google party like a boss. #sxsw,Google,Positive emotion,Positive,Google
great to see banks/money startups recognizing the future relevance of corps like apple and google #bankinnovation #sxsw,Apple,Positive emotion,Positive,Apple
syked to see google's @mention talk about stuff.  #sxsw,Google,Positive emotion,Positive,Google
about to see how indie game development for the iphone is going /cc @mention #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"@mention see how many apple men walking around delicious, golden apple, gala, etc. #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
great to see topics avoiding the sexy/hot ipad conversation and hit the heart and soul (accessibility and the developing world) #sxsw,Apple,Positive emotion,Positive,Apple
at #sxsw seeing a demo of #google maps for mobile 5.2. 3d rotational viewing is very cool,Other Google product or service,Positive emotion,Positive,Google
@mention seems like most #sxsw design talks focus on ipad/mobile.  i need to take @mention advice and go to talks outside my domain.,Apple,No emotion toward brand or product,Neutral,Apple
apple to sell ipads in &quot;pop-up&quot; apple store at #sxsw {link},Apple,Positive emotion,Positive,Apple
going to send my ipad on the mail before being to the office to finish @mention before #sxsw,Apple,Positive emotion,Positive,Apple
at sxsw? send your best photos &amp; videos to... {link} #citizen_journalism #cnn #ireport #photography #sxsw #cyber #iphone,Apple,No emotion toward brand or product,Neutral,Apple
great presentation on ipad headaches. great thinking on ux for the wundertablet. @mention #sxsw,iPad,Positive emotion,Positive,Apple
great presentation: touching stories: designing digital magazines for the ipad {link} #sxsw,iPad,Positive emotion,Positive,Apple
no ipad users getting 3g data. i'm going to download a 'world's smallest violin' app over the working 4g. #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"#sxsw in session - guy kawasaki, the former chief evangelist of apple.",Apple,No emotion toward brand or product,Neutral,Apple
#circles set to fail for being too complicated by june. rt @mention google set to launch new social network #circles today at #sxsw,Other Google product or service,Negative emotion,Negative,Google
at&amp;t set to launch 12 new android phones in 2011. #gsdm #sxsw,Google,No emotion toward brand or product,Neutral,Google
apple to set up temporary store at #sxsw for selling ipad2 {link},Apple,No emotion toward brand or product,Neutral,Apple
great  museum naive presentation google art project . funny but cool. #sxsw,Other Google product or service,Positive emotion,Positive,Google
@mention several people/events/sessions on iphone apps #sxsw?,Apple,No emotion toward brand or product,Neutral,Apple
"wishful: several semis filled with apple's ipad2, each surrounded by tech geek masses. grab a box &amp; bump pay. synching and joy ensues. #sxsw",Apple,Positive emotion,Positive,Apple
#sxsw #lbseverywhere finkelstein &quot;~206k location aware apps (ios &amp; android)&quot;,Google,No emotion toward brand or product,Neutral,Google
"#sxsw #dvsg &quot;best chance to disrupt visa &amp; master card are facebook, apple (via customers) &amp; mobile carriers (via nfc).&quot;",Apple,No emotion toward brand or product,Neutral,Apple
pic - 41 shades of blue google test #sxsw #metricsdrivendesign {link},Google,No emotion toward brand or product,Neutral,Google
just finished taking photos in the #google photobooth! you know i heart you! #sxsw (@mention maggie mae's w/ 101 others) {link},Google,Positive emotion,Positive,Google
"really wishing i was in my hometown, helping to keep austin weird at #sxsw. instead, in bed with a cough, an apple, @mention and #wordpress.",Apple,No emotion toward brand or product,Neutral,Apple
wow. you should see the line to buy ipad 2 @mention #sxsw,iPad,Positive emotion,Positive,Apple
@mention should: if you didn't get ipad 1. shouldn't: ipad2 3g 64gb + cover + $100 = macbook air. #sxsw,iPad,Negative emotion,Negative,Apple
@mention shows #apple 's position in the tablet wars. #tapworthy #sxsw  {link},Apple,No emotion toward brand or product,Neutral,Apple
ûïthe classiest fascist company in existenceû - kara swisher #sxsw #apple,Apple,Negative emotion,Negative,Apple
how to design for baby boomers: don't. john mcree on #ipad design #sxsw #yourmom,Apple,I can't tell,Neutral,Apple
#sxsw #fmsignal marissa mayer from #google announces check ins in interview with john battelle. {link},Google,No emotion toward brand or product,Neutral,Google
scored a signed print of the jules verne google doodle. thanks @mention #sxsw #googledoodle {link},Google,No emotion toward brand or product,Neutral,Google
now at designing ipad interfaces from akqa's @mention  great html5 session earlier from @mention #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
chris messina from google dropping knowledge about web identity. coming to the hyatt was the right move. #sxsw,Google,Positive emotion,Positive,Google
"chris messina from google thinks a scope search is the key to web
identity management. #sxsw",Google,No emotion toward brand or product,Neutral,Google
great session by @mention on ipad design. good ui insights. #tapworthy #hisxsw #sxsw,iPad,Positive emotion,Positive,Apple
"final session today. left brain search = google. right brain search = x 
#sxsw #bettersearch",Google,No emotion toward brand or product,Neutral,Google
"anyone onsite @mention #sxsw do iphone repair?  i took my 3g apart 2 clean, &amp; can't reassemble.  help would b appreciated. simply need it together",Apple,No emotion toward brand or product,Neutral,Apple
"someone asks leo about an ipad 2 at #sxsw, he says 'email me, i'll send you one free'. o.o",Apple,Positive emotion,Positive,Apple
"if you dislike those people who are constantly looking at their iphone or ipad, you would have a lot to dislike at #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
@mention smartypants i am getting ipad in couple minutes thanks to @mention #widfy #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
google desmiente el lanzamiento hoy de circles rt @mention  we're not launching any products at #sxsw but we're doing plenty else.,Google,No emotion toward brand or product,Neutral,Google
"yeah i wasn't doing it, but i got couldn't resist. i am wearing blue jeans, black shirt, and sneakers standing in line for my new ipad #sxsw",Apple,Positive emotion,Positive,Apple
forget disneyland... the apple pop-up store in austin is the happiest place on earth #sxsw,Apple,Positive emotion,Positive,Apple
@mention so convenient! rt @mention apple is opening a temp store in downtown austin for #sxsw &amp; ipad2 launch {link},Apple,No emotion toward brand or product,Neutral,Apple
@mention so did u make it to the google party at #sxsw  :-),Google,No emotion toward brand or product,Neutral,Google
@mention so excited for the flipboard #sxsw swag. can you also rig the ipad giveaway at work?,Apple,No emotion toward brand or product,Neutral,Apple
"cause we so need another one rt @mention google to launch major new social network called circles, poss today {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
great preso on ipad design by @mention i learned some stuff i can actually use now! #tapworthy #sxsw,iPad,Positive emotion,Positive,Apple
apple is so smart: the ipad 2 takes over #sxsw [video] {link} #sxswi,Apple,Positive emotion,Positive,Apple
@mention so then you price discriminate against android users? and you contacted me! #doingsocialmediawrong #sxsw,Google,No emotion toward brand or product,Neutral,Google
"@mention so... when is the apple &quot;pop-up&quot; store opening? and since when is a 5,000 sq feet is considered a &quot;pop-up&quot;? #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
"google's social feature, circles, to be presented today at #sxsw today. privacy and open source focus rumor says - {link}",Google,No emotion toward brand or product,Neutral,Google
new #ubersocial for #iphone now in app store.  includes uberguide to #sxsw sponsored by #mashable {link} @mention #il,Apple,No emotion toward brand or product,Neutral,Apple
new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable {link},iPad or iPhone App,Positive emotion,Positive,Apple
new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable {link} @mention,Apple,No emotion toward brand or product,Neutral,Apple
new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable {link} #apple,Apple,No emotion toward brand or product,Neutral,Apple
new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable {link} by @mention #app,iPad or iPhone App,No emotion toward brand or product,Neutral,Apple
"at #sxsw social hackathon session with google, bing, webtrends and chzbrgr. going to figure out how to do this in mpls/st paul #bolinsxsw",Google,No emotion toward brand or product,Neutral,Google
adloopz: social media advertising done the easy way. visit www.adloopz.com  #sxsw #sxswi #ipad,Apple,No emotion toward brand or product,Neutral,Apple
google's social network launch? parcelgenie.com at sxswi and hears rumours that google's 'google circles' will launch today ... #sxsw,Google,No emotion toward brand or product,Neutral,Google
google's social network rumored to launch soon. #googlecircles #gsdm #sxsw {link},Google,No emotion toward brand or product,Neutral,Google
ipad 2's sold out at temporary apple store on congress.  #sxsw,iPad,Positive emotion,Positive,Apple
what are some good #sxsw iphone apps that people recommend?,Apple,No emotion toward brand or product,Neutral,Apple
spending some time this morning resetting my android phone.  first day of #sxsw was too much for it.,Android,Negative emotion,Negative,Google
"haha, awesomely rad ipad app by @mention {link} #hollergram #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple
just saw someone take a picture with an ipad 2 for the first time. looks as ridiculous as you'd expect. #sxsw #sightings,iPad,Negative emotion,Negative,Apple
come see something new about google sketchup pro at #sxsw {link} via @mention google sketchup blog,Google,No emotion toward brand or product,Neutral,Google
"every person i see with a ipad looks crazy ,looks like they have a 80's cell phone in their hand  #sxsw",iPad,Negative emotion,Negative,Apple
first person to stop by our booth at sxsw &amp; show me their ipad 2 running one if our apps wins a free snakeheead tee shirt #sxsw,Apple,Positive emotion,Positive,Apple
get a personalized sxsw show schedule via app from... {link} #mobile_apps #music #echo_nest #rhapsody #sxsw #cyber #iphone,Apple,No emotion toward brand or product,Neutral,Apple
"@mention soon, in fact, at #sxsw you can play with it on an ipad (at our booth). are you at the convention?",Apple,Positive emotion,Positive,Apple
@mention sounds good.i look forward to learning more.my quick google to learn more also produced: {link} #sxsw,Google,Positive emotion,Positive,Google
"line for source code is even longer than for ipad 2. take that, apple. #sxsw",Apple,I can't tell,Neutral,Apple
south by southwest: google looks to a mobile future {link} #sxsw,Google,No emotion toward brand or product,Neutral,Google
nerds!!! spazzmatics at the &quot;party like it's 1986&quot; party hosted by google. {link} #sxsw,Google,Positive emotion,Positive,Google
we'll be spotlighting all our new mobile apps at #sxsw but here's a peak at our ipad #jobsearch app (video): {link},Apple,No emotion toward brand or product,Neutral,Apple
a google spreadsheet of over 270 parties at #sxsw this year o_o {link},Google,No emotion toward brand or product,Neutral,Google
"both foursquare and twitter launched slick new iphone apps this week, conveniently in time for tech fest #sxsw {link} ^rf",iPad or iPhone App,Positive emotion,Positive,Apple
"contactless iphone payment system being trialled by visa &amp; anz bank, due to apple boycotting existing nfc {link} #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
what a dissapointment!!! rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by (contû_,iPad or iPhone App,Negative emotion,Negative,Apple
google possibly  launching a social media service - again... #sxsw {link},Other Google product or service,Negative emotion,Negative,Google
lol!! classic! rt @mention this google/bing q&amp;a panel is like the world's most expensive seo consultation. #sxsw,Google,No emotion toward brand or product,Neutral,Google
"in the session: google's marissa mayer presents: #sxsw
{link} #sxsw #marissagoogle",Google,No emotion toward brand or product,Neutral,Google
&quot;foosspotting&quot; ap for iphone looks pretty good.  there are some food guides for #sxsw that will be useful later.,iPad or iPhone App,Positive emotion,Positive,Apple
#sxsw #lost #reward 4 finding an #iphone 4g (black case) in the back of austin yellow #cab - dropped off @mention 3:30 today - call 512-457-8800,Apple,No emotion toward brand or product,Neutral,Apple
in the past 15 minutes i won an ipad and literally bumped into @mention on the street. thinking i should buy a lottery ticket. #sxsw,iPad,Positive emotion,Positive,Apple
iphone just auto-corrected &quot;merrier&quot; to &quot;nerdier.&quot; i must be at #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
top 10 must have #sxsw iphone apps {link} #mobile,Apple,No emotion toward brand or product,Neutral,Apple
"what's most important is simplicity, fast, easy to use &amp; readability when designing products at #google says @mention #sxsw",Google,No emotion toward brand or product,Neutral,Google
"photo: just installed the #sxsw iphone app, which is really nice! {link}",iPad or iPhone App,Positive emotion,Positive,Apple
"the coolest iphone 4 &amp; ipad cases at #sxsw, check them out here at #fastcompanygrill #zazzlesxsw #sxswi  {link}",Apple,No emotion toward brand or product,Neutral,Apple
google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,Google,Negative emotion,Negative,Google
the longest line at #sxsw is at the apple pop up store. {link},Apple,No emotion toward brand or product,Neutral,Apple
"video: cast of characters,  standing in line in austin during #sxsw buying an #ipad 2 - {link}",iPad,Positive emotion,Positive,Apple
my pen just ran out of ink. maybe it's a sign to go buy an ipad. #sxsw @mention,Apple,No emotion toward brand or product,Neutral,Apple
locals must shop there too--prove the mkt rt @mention apple to open temporary store for #sxsw at 6th and congress {link},Apple,No emotion toward brand or product,Neutral,Apple
"if you just think of all the people who have a stroke each year, your website needs to be ipad ready now. #poursite #sxsw",iPad,Positive emotion,Positive,Apple
woot!! just won the #google #lego hackathon competition. #sxsw #startupbus #cle,Google,Positive emotion,Positive,Google
must.resist.mac.temptation rt @mention apple is opening up a temp store in downtown austin for #sxsw   ipad 2 anyone?,Apple,Positive emotion,Positive,Apple
"#sxsw: mistakes made building @mention for iphone (plus, how to see its source code!) {link}",iPhone,Negative emotion,Negative,Apple
"#sxsw: mistakes made building netflix for iphone (plus, how to see its source code!) {link}",Apple,No emotion toward brand or product,Neutral,Apple
"#sxsw: mistakes made building netflix for iphone (plus, how to see its source code!) {link} via @mention",iPad or iPhone App,Negative emotion,Negative,Apple
"about to start - google doodles: burning man to pac-man and beyond, let's ser if i get new ideas for sapo #sxsw",Google,No emotion toward brand or product,Neutral,Google
"&quot;we started google doc to crowdsource/ arab voices, egyptians from all over world took shifts to help translate&quot; @mention #arabspring #sxsw",Google,No emotion toward brand or product,Neutral,Google
at &quot;staying alive - can indie iphone game development survive?&quot; #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
google tested 41 shades of blue for link colors and it made a difference. at scale the nuances really matter. #sxsw,Google,No emotion toward brand or product,Neutral,Google
"from a poster he saw rt @mention &quot;google before you tweet&quot; is the new &quot;think before you speak.&quot; - mark belinsky, #911tweets panel at #sxsw.",Google,No emotion toward brand or product,Neutral,Google
#sxsw monster mash ipad and plush giveaway {link},Apple,No emotion toward brand or product,Neutral,Apple
"opened yesterday. line too long to wait in just to look. #sxsw #sxswi @mention apple store, sxsw {link}",Apple,Negative emotion,Negative,Apple
at the vestibule of the temp-apple store (20 min wait) for ipad2 at&amp;t 64g -- they've replenished the supply! #sxsw,iPad,Positive emotion,Positive,Apple
apples austin popup store. line are the corner. #sxsw  #ipad  {link},Apple,No emotion toward brand or product,Neutral,Apple
google testing a &quot;check-in&quot; thing-a-ma-jig in austin #sxsw,Google,No emotion toward brand or product,Neutral,Google
any suggestions on iphone extended battery packs for #sxsw?,Apple,No emotion toward brand or product,Neutral,Apple
@mention stop by austin details gallery to check out ipad art (including some of mine) {link} #sxsw interactive #art,Apple,No emotion toward brand or product,Neutral,Apple
at apple store at #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
#touchingstories &quot;comparing magazine jargon to interactive jargon to translate to the #ipad app.&quot; #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
#touchingstories giving us the background to starting. great to hear after yesterday's presos on #uncertainty #ipad and/or #tablet #sxsw,Apple,Positive emotion,Positive,Apple
"touching stories: designing digital magazines for the ipad at sxsw.
{link} #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
lego mindstorm battle of the bots at the google superhappydevhouse #sxsw  {link},Google,No emotion toward brand or product,Neutral,Google
@mention strikes a pose &amp; hopes to win an  ipad. #sxsw {link},Apple,No emotion toward brand or product,Neutral,Apple
google tests ûïcheck-in offersû at #sxsw {link},Google,No emotion toward brand or product,Neutral,Google
google tests ûïcheck-in offersû at #sxsw {link} -&gt; is google turning into a follower instead of a leader now? (via @mention,Google,No emotion toward brand or product,Neutral,Google
google tests ûïcheck-in offersû at sxsw {link} via @mention #google #sxsw #app,Google,No emotion toward brand or product,Neutral,Google
google tests ûïcheck-in offersû at sxsw {link} via #google #sxsw #check-in,Google,No emotion toward brand or product,Neutral,Google
"sony, samsung follow apple, hp lead at #sxsw
{link}",Apple,No emotion toward brand or product,Neutral,Apple
"sony, samsung follow apple, hp lead at #sxsw {link} #tech",Apple,No emotion toward brand or product,Neutral,Apple
i was so sure that @mention could fix my broken iphone! to bad he dosen't have the magic hands to heal dead technology. #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
about to surprise a customer waiting in line at the apple store in austin for the #ipad 2 with an @mention ! #sxsw #cbatsxsw,iPad,Positive emotion,Positive,Apple
can you rsvp w/o an iphone? rt @mention rsvp here -&gt; {link} perfect attendance at #sxsw! 3/18 | light bar! &lt;- please rt,Apple,No emotion toward brand or product,Neutral,Apple
ipad2 #sxsw (@mention apple pop up store) {link},Apple,No emotion toward brand or product,Neutral,Apple
2100+ #sxsw artists categorized alphabetically in an easy access google spreadsheet: {link} via {link},Google,No emotion toward brand or product,Neutral,Google
is at #sxsw celebrating the beauty of the web at the #ie9 launch and giving away a free ipad2 to one lucky... {link},iPad,Positive emotion,Positive,Apple
after #sxsw i will never again take a fully charged iphone for granted; 24/7 pics edit tweet 4square apps =zap!,Apple,I can't tell,Neutral,Apple
great #sxsw ipad app from @mention {link},iPad or iPhone App,Positive emotion,Positive,Apple
apple #sxsw ipad2 line in austin {link},Apple,No emotion toward brand or product,Neutral,Apple
"so if #sxsw is only a few days, why would u spend the entire day and night in line at the #apple store?",Apple,No emotion toward brand or product,Neutral,Apple
apple #sxsw pop-store has ipads again. 16gb wifi and 64gb wifi &amp; wifi/ 3g.,iPad,Positive emotion,Positive,Apple
"great #sxsw session by google's marissa mayer on their local strategies: hotpot, 3d maps, mobile ar #marissagoogle",Google,No emotion toward brand or product,Neutral,Google
"#qagb #sxsw timely! rt @mention bing's search engine share continues to rise, up to 13.6%. google still tops at 65.4% {link}",Google,Positive emotion,Positive,Google
"oh at #sxsw. oh, that's just an ipad 1, i thought he was #winning.",iPad,Positive emotion,Positive,Apple
#seenatsxsw2011 best thing seen at #sxsw so far...a man begging on a street corner for the money for ipad 2 in front of the apple store. sad,Apple,No emotion toward brand or product,Neutral,Apple
@mention sweet 8-bit pic. are you an artist? www.zaggle.org is having an #art contest for our #iphone app check it out we'll be at #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"#qagb #sxswi rt @mention despite drawing giant crowd, google-bing q&amp;a discussion is very inside baseball. #sxsw",Google,No emotion toward brand or product,Neutral,Google
@mention swing by the @mention trade show booth tomorrow so we can meet in person. we're right across from google. #sxsw,Google,No emotion toward brand or product,Neutral,Google
#sxsw #sxswparty matt damon upstairs at the google party maggie maes 6th st,Google,No emotion toward brand or product,Neutral,Google
yet the #sxsw #ipad pop-up store was flawless. rt @mention apple ipad 2 launch: poor planning on appleûªs part {link},Apple,Negative emotion,Negative,Apple
#ipad2: #sxsw attendees queue at #apple's pop-up #store for #ipad2 - telegraph {link} via @mention,iPad,Positive emotion,Positive,Apple
massive #sxsw fail to run out of #ipad2 @mention should have had a semi full parked out front! #justsayin {link},Apple,Negative emotion,Negative,Apple
for any #sxsw folk looking for ipad 2's: the pop-up apple store still has some in stock (a colleague just picked one up) #protip,Apple,No emotion toward brand or product,Neutral,Apple
"#sxsw is sxsw getting its own apple store?: the geeks cried.
yes the ipad 2 is coming, but itûªs coming this frid... {link}",Apple,No emotion toward brand or product,Neutral,Apple
"download sxsw go mobile app for blackberry, android, iphone, ipad and windows phone 7 - {link} #sxsw2011 #sxsw #android",Apple,No emotion toward brand or product,Neutral,Apple
i think #sxsw has taken it upon itself to make it clear to me that a gen 1 iphone ain't gonna cut it anymore.,Apple,Negative emotion,Negative,Apple
helpful #sxsw hint : charge your iphone with your ipad charger to charge in 3/4 the time,Apple,No emotion toward brand or product,Neutral,Apple
yo this #sxsw iphone app is illa-def! go!,iPad or iPhone App,Positive emotion,Positive,Apple
"current #sxsw plan= paper notepad (#viztalk), iphone and ipad. no keyboard computer (netbook or laptop). going ultralite.",Apple,No emotion toward brand or product,Neutral,Apple
the big #sxsw rumor: google to launch ludicon based &quot;circles&quot; facebook killer. supposedly @mention already saw it and it's ossum.,Other Google product or service,Positive emotion,Positive,Google
alright #sxsw someone needs to buy my ipad: {link},Apple,No emotion toward brand or product,Neutral,Apple
survive #sxsw with @mention live music app for iphone and android {link},iPad or iPhone App,Positive emotion,Positive,Apple
"&quot;at sxsw, apple schools the marketing experts&quot; {link} #sxsw",Apple,Positive emotion,Positive,Apple
only at #sxsw: &quot;my iphone will tell me. you know what that means? #winning&quot; - @mention,iPhone,Positive emotion,Positive,Apple
lifters at {link} google's league of extraordinary h4ckers @mention #sxsw,Google,No emotion toward brand or product,Neutral,Google
\(å«ð_`)/ rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable,Apple,No emotion toward brand or product,Neutral,Apple
#madmen rt @mention hanging out with @mention at the @mention #google industry party...good crowd!  #sxsw,Google,No emotion toward brand or product,Neutral,Google
"agreed! rt @mention if u could afford to attend #sxsw or buy an ipad today, consider saving a few $$$ for japan earthquake relief.",Apple,No emotion toward brand or product,Neutral,Apple
come visit @mention on aisle 1300 across from google. #sxsw (@mention sxsw trade show w/ @mention {link},Google,No emotion toward brand or product,Neutral,Google
crazy!  rt @mention woah.  dude at #sxsw gets branded tattoo in exchange for ipad.  no really. {link} @mention,Apple,No emotion toward brand or product,Neutral,Apple
"gd idea rt @mention &quot;google before you tweet&quot; is the new &quot;think before you speak.&quot; - mark belinsky, #911tweets panel at #sxsw.",Google,No emotion toward brand or product,Neutral,Google
"ha, wow rt @mention apple opening temporary ipad 2 store to handle #sxsw demand {link}",Apple,Positive emotion,Positive,Apple
"hmmm... rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
huuray! rt @mention in japan: docomo introduced mobile apps six years before apple came out with app store. #jpmobilesummit #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
huzzah! rt @mention yes! gowalla wins best andoid app at the team android choice awards. thanks all! #sxsw,Android App,Positive emotion,Positive,Google
"i'm in! rt @mention rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
jaysis! rt @mention rt @mention whoa! line at the pop up apple store in downtown #sxsw  {link},Apple,No emotion toward brand or product,Neutral,Apple
lazers! rt @mention on display tonite: {link} #gsdm #google industry party: {link} #sxsw,Google,No emotion toward brand or product,Neutral,Google
"me too! rt @mention my #agnerd confession, using laptop, ipad and blackberry to follow #sxsw from afar to see #agchat",iPad,No emotion toward brand or product,Neutral,Apple
me too. rt @mention love it. #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Positive,Apple
noh donlot @mention @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw (cont) {link},Apple,No emotion toward brand or product,Neutral,Apple
nu user rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable,Apple,No emotion toward brand or product,Neutral,Apple
sketchy rt @mention apple to open temporary store for #sxsw at 6th and congress {link},Apple,No emotion toward brand or product,Neutral,Apple
"so true rt @mention if there was a popup store in austin that sold nothing but iphone battery extenders, it would make so much money. #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
thx for rt @mention rt @mention is it bad that i just want to go home and read my google reader feed? #geek #sxsw,Google,Positive emotion,Positive,Google
"what? | rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
woohoo! rt @mention @mention #hollergram app is killing it at #sxsw {link},iPad or iPhone App,Positive emotion,Positive,Apple
"woohoo! rt @mention details for the ipad 2 giveaway coming tonight, rt this! #sxsw #sxswi",iPad,Positive emotion,Positive,Apple
woohoo! rt @mention the go game launches do-it-yourself iphone scavenger hunts {link} (via @mention see you at #sxsw,iPad or iPhone App,Positive emotion,Positive,Apple
"xcitng: rt @mention #sxsw approaching &amp; so are our soft launch plans.#android demo running,flyers printed and t-shirts packed for #austin",Google,No emotion toward brand or product,Neutral,Google
